Frame Number, Receipt Time, Data Synchronized, Data Processed - General, Data Processed, Delivered To DataStream
55884213, 22161697.317700, 0.000375, 0.001030, 0.000047, 0.000081
55884214, 22161705.428522, 0.000318, 0.000915, 0.000052, 0.000088
55884215, 22161713.617503, 0.000154, 0.000774, 0.000041, 0.000071
55884216, 22161721.834802, 0.000169, 0.000942, 0.000051, 0.000091
55884217, 22161730.603370, 0.000379, 0.000938, 0.000075, 0.000085
55884218, 22161738.346050, 0.000185, 0.000905, 0.000049, 0.000086
55884219, 22161746.795940, 0.000167, 0.000883, 0.000045, 0.000080
55884220, 22161755.194478, 0.000324, 0.000863, 0.000045, 0.000087
55884221, 22161763.304922, 0.000154, 0.000744, 0.000042, 0.000076
55884222, 22161772.570010, 0.000452, 0.001068, 0.000048, 0.000085
55884223, 22161780.040831, 0.000168, 0.000870, 0.000052, 0.000084
55884224, 22161788.371783, 0.000172, 0.000900, 0.000049, 0.000086
55884225, 22161797.532657, 0.000433, 0.000964, 0.000048, 0.000086
55884226, 22161805.444494, 0.000407, 0.000921, 0.000050, 0.000089
55884227, 22161813.431469, 0.000154, 0.000816, 0.000044, 0.000079
55884228, 22161822.080721, 0.000407, 0.000986, 0.000047, 0.000083
55884229, 22161830.429041, 0.000418, 0.000900, 0.000048, 0.000085
55884230, 22161838.388830, 0.000168, 0.000885, 0.000049, 0.000086
55884231, 22161846.802094, 0.000179, 0.000940, 0.000044, 0.000076
55884232, 22161855.272373, 0.000374, 0.000825, 0.000043, 0.000078
55884233, 22161863.601437, 0.000153, 0.000792, 0.000042, 0.000078
55884234, 22161872.262394, 0.000471, 0.000837, 0.000044, 0.000076
55884235, 22161880.322998, 0.000382, 0.000895, 0.000048, 0.000083
55884236, 22161888.358303, 0.000285, 0.000768, 0.000045, 0.000079
55884237, 22161896.709266, 0.000148, 0.000809, 0.000042, 0.000077
55884238, 22161905.168973, 0.000312, 0.000818, 0.000043, 0.000076
55884239, 22161913.499547, 0.000153, 0.000827, 0.000043, 0.000067
55884240, 22161921.753094, 0.000171, 0.000868, 0.000046, 0.000075
55884241, 22161930.019856, 0.000156, 0.000785, 0.000043, 0.000068
55884242, 22161938.378749, 0.000162, 0.000921, 0.000049, 0.000076
55884243, 22161947.326668, 0.000413, 0.001004, 0.000041, 0.000067
55884244, 22161955.563602, 0.000149, 0.000799, 0.000043, 0.000070
55884245, 22161963.424465, 0.000161, 0.000837, 0.000046, 0.000073
55884246, 22161971.904938, 0.000223, 0.000885, 0.000048, 0.000074
55884247, 22161980.605919, 0.000371, 0.000887, 0.000047, 0.000084
